240,25,110,315
240,25,110,315
241,25,110,315
243,26,110,315
243,26,110,315
245,26,110,315
238,25,110,315
238,24,110,315
236,26,110,315
235,26,110,315
235,26,110,315
241,22,110,315
244,22,110,315
247,24,110,315
248,24,110,315
251,41,110,315
251,41,110,315
216,25,110,315
209,44,110,315
202,44,110,315
203,44,110,315
205,44,110,315
205,44,110,315
209,44,110,315
209,39,110,315
216,31,110,315
218,32,110,315
215,32,110,315
215,32,110,315
217,34,110,315
213,34,110,315
215,35,110,315
226,38,110,315
219,40,110,315
219,40,110,315
226,40,110,315
229,43,110,315
229,44,110,315
230,44,110,315
230,44,110,315
230,44,110,315
217,35,110,315
221,32,110,315
213,33,110,315
216,32,110,315
214,30,110,315
214,30,110,315
217,31,110,315
218,30,110,315
218,30,110,315
227,31,110,315
227,31,110,315
227,31,110,315
234,42,110,315
238,42,110,315
238,41,110,315
237,40,110,315
237,40,110,315
237,40,110,315
247,44,110,315
246,44,110,315
245,44,110,315
194,21,110,315
195,20,110,315
195,20,110,315
197,25,110,315
197,21,110,315
200,26,110,315
198,16,110,315
199,16,110,315
199,16,110,315
204,17,110,315
208,24,110,315
214,26,110,315
219,44,110,315
223,42,110,315
223,42,110,315
231,44,110,315
234,44,110,315
239,44,110,315
243,33,110,315
344,0,110,315
349,22,110,315
355,0,110,315
361,0,110,315
364,0,110,315
369,23,110,315
373,24,110,315
373,24,110,315
382,23,110,315
385,23,110,315
391,24,110,315
394,24,110,315
399,23,110,315
399,23,110,315
407,24,110,315
411,23,110,315
415,22,110,315
420,21,110,315
423,22,110,315
