160,463,70,168
160,463,70,168
160,463,70,168
161,464,70,168
162,464,70,168
164,463,70,168
166,463,70,168
169,463,70,168
169,463,70,168
172,462,70,168
176,462,70,168
179,462,70,168
183,462,70,168
187,461,70,168
187,461,70,168
190,462,70,168
195,461,70,168
199,461,70,168
204,460,70,168
210,459,70,168
210,459,70,168
217,458,70,168
250,531,70,168
298,500,70,168
304,500,70,168
311,501,70,168
311,501,70,168
317,501,70,168
331,544,70,168
335,545,70,168
341,546,70,168
348,499,70,168
348,500,70,168
353,500,70,168
358,500,70,168
365,552,70,168
371,552,70,168
375,499,70,168
377,552,70,168
383,552,70,168
388,552,70,168
393,496,70,168
399,552,70,168
403,552,70,168
403,495,70,168
407,552,70,168
411,552,70,168
414,552,70,168
416,552,70,168
418,552,70,168
418,552,70,168
421,552,70,168
422,552,70,168
424,552,70,168
427,552,70,168
429,552,70,168
429,552,70,168
430,552,70,168
432,552,70,168
432,495,70,168
435,552,70,168
436,552,70,168
436,552,70,168
436,552,70,168
437,552,70,168
438,552,70,168
475,478,70,168
478,408,70,168
478,408,70,168
476,407,70,168
477,439,70,168
477,439,70,168
445,502,70,168
445,504,70,168
445,504,70,168
444,504,70,168
449,504,70,168
452,504,70,168
451,504,70,168
455,504,70,168
456,504,70,168
454,504,70,168
457,504,70,168
457,504,70,168
457,504,70,168
457,504,70,168
457,504,70,168
456,504,70,168
458,504,70,168
458,502,70,168
453,552,70,168
452,552,70,168
452,552,70,168
452,552,70,168
451,552,70,168
450,552,70,168
449,552,70,168
449,552,70,168
449,552,70,168
448,552,70,168
